timestamp,cpu_usage,memory_usage,latency_seconds,cpu_norm,mem_norm,latency_norm,cpu_prob,mem_prob,latency_prob,overall_prob
2025-10-19T06:24:48.175935,0.131138,4833280.0,0.000720421,0.131138,4720.0,0.0003602105,0.131138,4720.0,0.0003602105,1573.3771660701666
2025-10-19T06:24:53.221994,0.131138,4833280.0,0.001219177,0.131138,4720.0,0.0006095885,0.131138,4720.0,0.0006095885,1573.3772491961665
2025-10-19T06:24:58.248546,0.131138,4833280.0,0.000985634,0.131138,4720.0,0.000492817,0.131138,4720.0,0.000492817,1573.3772102723333
2025-10-19T06:25:03.280331,0.131138,4833280.0,0.000857676,0.131138,4720.0,0.000428838,0.131138,4720.0,0.000428838,1573.3771889459997
2025-10-19T06:25:08.313047,0.131138,4833280.0,0.000462318,0.131138,4720.0,0.000231159,0.131138,4720.0,0.000231159,1573.3771230529999
2025-10-19T06:25:13.330215,0.131138,4833280.0,0.000827802,0.131138,4720.0,0.000413901,0.131138,4720.0,0.000413901,1573.3771839669998
2025-10-19T06:25:18.363263,0.131138,4833280.0,0.00075791,0.131138,4720.0,0.000378955,0.131138,4720.0,0.000378955,1573.3771723183334
2025-10-19T06:25:23.405531,0.131138,4833280.0,0.000767623,0.131138,4720.0,0.0003838115,0.131138,4720.0,0.0003838115,1573.3771739371666
2025-10-19T06:25:28.440378,0.131138,4833280.0,0.000603374,0.131138,4720.0,0.000301687,0.131138,4720.0,0.000301687,1573.377146562333
2025-10-19T06:25:33.459289,0.131138,4833280.0,0.000520213,0.131138,4720.0,0.0002601065,0.131138,4720.0,0.0002601065,1573.3771327021666
2025-10-19T06:25:38.477763,0.131138,4833280.0,0.001535431,0.131138,4720.0,0.0007677155,0.131138,4720.0,0.0007677155,1573.3773019051666
2025-10-19T06:25:43.525483,0.131138,4833280.0,0.000758744,0.131138,4720.0,0.000379372,0.131138,4720.0,0.000379372,1573.3771724573332
2025-10-22T05:37:44.319550,0.167382,6479872.0,0.000562404,0.167382,6328.0,0.000281202,0.167382,6328.0,0.000281202,2109.3892210673334
2025-10-22T05:37:49.355301,0.167382,6479872.0,0.000612789,0.167382,6328.0,0.0003063945,0.167382,6328.0,0.0003063945,2109.389229464833
2025-10-22T05:37:54.384145,0.167382,6479872.0,0.00168672,0.167382,6328.0,0.00084336,0.167382,6328.0,0.00084336,2109.389408453333
2025-10-22T05:37:59.416785,0.167382,6479872.0,0.000535724,0.167382,6328.0,0.000267862,0.167382,6328.0,0.000267862,2109.3892166206665
2025-10-22T05:40:31.917389,0.167382,6479872.0,0.000518619,0.167382,6328.0,0.0002593095,0.167382,6328.0,0.0002593095,2109.389213769833
2025-10-22T05:40:36.956665,0.167382,6479872.0,0.000716282,0.167382,6328.0,0.000358141,0.167382,6328.0,0.000358141,2109.3892467136666
2025-10-22T05:40:41.990857,0.167382,6479872.0,0.000439401,0.167382,6328.0,0.0002197005,0.167382,6328.0,0.0002197005,2109.389200566833
2025-10-22T05:40:47.008060,0.167382,6479872.0,0.00092246,0.167382,6328.0,0.00046123,0.167382,6328.0,0.00046123,2109.3892810766665
2025-10-22T05:40:52.036676,0.167382,6479872.0,0.000525954,0.167382,6328.0,0.000262977,0.167382,6328.0,0.000262977,2109.389214992333
2025-10-22T05:40:57.058749,0.167382,6479872.0,0.000976566,0.167382,6328.0,0.000488283,0.167382,6328.0,0.000488283,2109.3892900943333
2025-10-22T05:41:02.086859,0.167382,6479872.0,0.000623496,0.167382,6328.0,0.000311748,0.167382,6328.0,0.000311748,2109.389231249333
2025-10-22T05:41:07.120118,0.167382,6479872.0,0.000641549,0.167382,6328.0,0.0003207745,0.167382,6328.0,0.0003207745,2109.3892342581667
2025-10-22T05:41:12.152780,0.167382,6479872.0,0.000634486,0.167382,6328.0,0.000317243,0.167382,6328.0,0.000317243,2109.389233081
2025-10-22T05:41:17.178515,0.167382,6479872.0,0.000449889,0.167382,6328.0,0.0002249445,0.167382,6328.0,0.0002249445,2109.3892023148333
2025-10-22T05:41:22.204866,0.167382,6479872.0,0.00060229,0.167382,6328.0,0.000301145,0.167382,6328.0,0.000301145,2109.389227715
2025-10-22T05:41:27.267006,0.167382,6479872.0,0.000545401,0.167382,6328.0,0.0002727005,0.167382,6328.0,0.0002727005,2109.3892182335
2025-10-22T05:41:32.297874,0.167382,4792320.0,0.000465965,0.167382,4680.0,0.0002329825,0.167382,4680.0,0.0002329825,1560.0558716608332
2025-10-22T05:41:37.317145,0.167382,4792320.0,0.000386212,0.167382,4680.0,0.000193106,0.167382,4680.0,0.000193106,1560.0558583686663
2025-10-22T05:41:42.338087,0.167382,4792320.0,0.001117113,0.167382,4680.0,0.0005585565,0.167382,4680.0,0.0005585565,1560.0559801855
2025-10-22T05:41:47.481132,0.167382,4792320.0,0.001656827,0.167382,4680.0,0.0008284135,0.167382,4680.0,0.0008284135,1560.0560701378333
2025-10-22T05:41:52.559492,0.167382,4792320.0,0.001958761,0.167382,4680.0,0.0009793805,0.167382,4680.0,0.0009793805,1560.0561204601665
2025-10-22T05:41:57.618501,0.167382,4792320.0,0.000695924,0.167382,4680.0,0.000347962,0.167382,4680.0,0.000347962,1560.0559099873333
2025-10-22T05:42:02.640103,0.167382,4763648.0,0.000610101,0.167382,4652.0,0.0003050505,0.167382,4652.0,0.0003050505,1550.7225623501665
2025-10-22T05:42:07.659705,0.167382,4763648.0,0.000619864,0.167382,4652.0,0.000309932,0.167382,4652.0,0.000309932,1550.7225639773333
2025-10-22T05:42:12.686594,0.167382,4763648.0,0.001344011,0.167382,4652.0,0.0006720055,0.167382,4652.0,0.0006720055,1550.7226846684998
2025-10-22T05:42:17.725785,0.167382,4763648.0,0.000609633,0.167382,4652.0,0.0003048165,0.167382,4652.0,0.0003048165,1550.7225622721664
2025-10-22T05:42:22.746160,0.167382,4763648.0,0.000585146,0.167382,4652.0,0.000292573,0.167382,4652.0,0.000292573,1550.7225581909997
2025-10-22T05:42:27.766892,0.167382,4763648.0,0.000693767,0.167382,4652.0,0.0003468835,0.167382,4652.0,0.0003468835,1550.7225762945
2025-10-22T05:42:32.789188,0.167382,4763648.0,0.000705882,0.167382,4652.0,0.000352941,0.167382,4652.0,0.000352941,1550.7225783136664
2025-10-22T05:42:37.819306,0.167382,4763648.0,0.00052188,0.167382,4652.0,0.00026094,0.167382,4652.0,0.00026094,1550.7225476466665
